FilePath,Severity,ControlName,FailedResources,AllResources,ComplianceScore
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/cert.yaml,High,Applications credentials in configuration files,3,10,70.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/cert.yaml,Medium,Cluster internal networking,15,18,16.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/cert.yaml,High,Secret/etcd encryption enabled,13,16,18.75
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/._cert.yaml,High,Applications credentials in configuration files,7,8,12.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/._cert.yaml,Medium,Cluster internal networking,2,4,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/._cert.yaml,High,Secret/etcd encryption enabled,0,6,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/serviceaccount.yaml,High,Applications credentials in configuration files,11,13,15.38
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/serviceaccount.yaml,Medium,Cluster internal networking,9,18,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/serviceaccount.yaml,High,Secret/etcd encryption enabled,3,7,57.14
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/._serviceaccount.yaml,High,Applications credentials in configuration files,15,19,21.05
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/._serviceaccount.yaml,Medium,Cluster internal networking,6,9,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/webhook-server/._serviceaccount.yaml,High,Secret/etcd encryption enabled,0,18,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/router/deployment.yaml,High,Applications credentials in configuration files,10,12,16.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/router/deployment.yaml,Medium,Cluster internal networking,5,8,37.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/router/deployment.yaml,High,Secret/etcd encryption enabled,10,12,16.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/router/._deployment.yaml,High,Applications credentials in configuration files,3,16,81.25
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/router/._deployment.yaml,Medium,Cluster internal networking,4,7,42.86
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/router/._deployment.yaml,High,Secret/etcd encryption enabled,11,13,15.38
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/router/serviceaccount.yaml,High,Applications credentials in configuration files,12,14,14.29
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/router/serviceaccount.yaml,Medium,Cluster internal networking,5,7,28.57
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/router/serviceaccount.yaml,High,Secret/etcd encryption enabled,2,18,88.89
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/router/._serviceaccount.yaml,High,Applications credentials in configuration files,3,3,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/router/._serviceaccount.yaml,Medium,Cluster internal networking,6,14,57.14
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/router/._serviceaccount.yaml,High,Secret/etcd encryption enabled,3,10,70.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/router/secret.yaml,High,Applications credentials in configuration files,11,13,15.38
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/router/secret.yaml,Medium,Cluster internal networking,5,10,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/fission/charts/fission-all/templates/router/secret.yaml,High,Secret/etcd encryption enabled,8,18,55.56
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/router/._secret.yaml,High,Applications credentials in configuration files,10,20,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/router/._secret.yaml,Medium,Cluster internal networking,11,13,15.38
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/fission/charts/fission-all/templates/router/._secret.yaml,High,Secret/etcd encryption enabled,2,9,77.78
/tmp/kubescape_1itf8sji/YAMLfiles/repos/logging-operator/config/samples/mulitenant-hard/logging/receiver-infra.yaml,High,Applications credentials in configuration files,12,13,7.69
/tmp/kubescape_1itf8sji/YAMLfiles/repos/logging-operator/config/samples/mulitenant-hard/logging/receiver-infra.yaml,Medium,Cluster internal networking,9,10,10.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/logging-operator/config/samples/mulitenant-hard/logging/receiver-infra.yaml,High,Secret/etcd encryption enabled,3,10,70.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/logging-operator/config/samples/mulitenant-hard/logging/._receiver-infra.yaml,High,Applications credentials in configuration files,18,18,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/logging-operator/config/samples/mulitenant-hard/logging/._receiver-infra.yaml,Medium,Cluster internal networking,0,18,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/logging-operator/config/samples/mulitenant-hard/logging/._receiver-infra.yaml,High,Secret/etcd encryption enabled,8,13,38.46
/tmp/kubescape_1itf8sji/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing/logging/tenant-infra-receiver.yaml,High,Applications credentials in configuration files,3,6,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing/logging/tenant-infra-receiver.yaml,Medium,Cluster internal networking,5,7,28.57
/tmp/kubescape_1itf8sji/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing/logging/tenant-infra-receiver.yaml,High,Secret/etcd encryption enabled,4,5,20.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing/logging/._tenant-infra-receiver.yaml,High,Applications credentials in configuration files,14,18,22.22
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing/logging/._tenant-infra-receiver.yaml,Medium,Cluster internal networking,1,11,90.91
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing/logging/._tenant-infra-receiver.yaml,High,Secret/etcd encryption enabled,12,17,29.41
/tmp/kubescape_1itf8sji/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing-2/logging/tenant-infra-receiver.yaml,High,Applications credentials in configuration files,4,9,55.56
/tmp/kubescape_1itf8sji/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing-2/logging/tenant-infra-receiver.yaml,Medium,Cluster internal networking,5,7,28.57
/tmp/kubescape_1itf8sji/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing-2/logging/tenant-infra-receiver.yaml,High,Secret/etcd encryption enabled,3,4,25.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing-2/logging/._tenant-infra-receiver.yaml,High,Applications credentials in configuration files,3,10,70.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing-2/logging/._tenant-infra-receiver.yaml,Medium,Cluster internal networking,2,3,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/logging-operator/config/samples/multitenant-routing-2/logging/._tenant-infra-receiver.yaml,High,Secret/etcd encryption enabled,13,14,7.14
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,High,Applications credentials in configuration files,17,18,5.56
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,Medium,Cluster internal networking,4,7,42.86
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,High,Secret/etcd encryption enabled,7,13,46.15
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/._secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,High,Applications credentials in configuration files,9,13,30.77
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/._secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,Medium,Cluster internal networking,6,20,70.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/._secrets-store.csi.x-k8s.io_secretproviderclasspodstatuses.yaml,High,Secret/etcd encryption enabled,9,9,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,High,Applications credentials in configuration files,2,6,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,Medium,Cluster internal networking,1,4,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,High,Secret/etcd encryption enabled,16,19,15.79
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/._secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,High,Applications credentials in configuration files,3,12,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/._secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,Medium,Cluster internal networking,13,15,13.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/crds/._secrets-store.csi.x-k8s.io_secretproviderclasses.yaml,High,Secret/etcd encryption enabled,2,3,33.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-tokenrequest.yaml,High,Applications credentials in configuration files,3,11,72.73
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-tokenrequest.yaml,Medium,Cluster internal networking,4,7,42.86
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-tokenrequest.yaml,High,Secret/etcd encryption enabled,0,3,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-tokenrequest.yaml,High,Applications credentials in configuration files,2,16,87.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-tokenrequest.yaml,Medium,Cluster internal networking,7,14,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-tokenrequest.yaml,High,Secret/etcd encryption enabled,7,7,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-rotation_binding.yaml,High,Applications credentials in configuration files,5,15,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-rotation_binding.yaml,Medium,Cluster internal networking,10,17,41.18
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-rotation_binding.yaml,High,Secret/etcd encryption enabled,2,6,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-rotation_binding.yaml,High,Applications credentials in configuration files,8,17,52.94
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-rotation_binding.yaml,Medium,Cluster internal networking,9,9,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-rotation_binding.yaml,High,Secret/etcd encryption enabled,9,17,47.06
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/podsecuritypolicy.yaml,High,Applications credentials in configuration files,2,8,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/podsecuritypolicy.yaml,Medium,Cluster internal networking,0,13,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/podsecuritypolicy.yaml,High,Secret/etcd encryption enabled,0,6,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._podsecuritypolicy.yaml,High,Applications credentials in configuration files,8,13,38.46
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._podsecuritypolicy.yaml,Medium,Cluster internal networking,11,18,38.89
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._podsecuritypolicy.yaml,High,Secret/etcd encryption enabled,5,7,28.57
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role.yaml,High,Applications credentials in configuration files,0,15,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role.yaml,Medium,Cluster internal networking,10,16,37.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role.yaml,High,Secret/etcd encryption enabled,5,15,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role.yaml,High,Applications credentials in configuration files,9,13,30.77
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role.yaml,Medium,Cluster internal networking,2,4,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role.yaml,High,Secret/etcd encryption enabled,9,13,30.77
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-secretproviderclasses-viewer.yaml,High,Applications credentials in configuration files,4,4,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-secretproviderclasses-viewer.yaml,Medium,Cluster internal networking,1,4,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-secretproviderclasses-viewer.yaml,High,Secret/etcd encryption enabled,2,18,88.89
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-secretproviderclasses-viewer.yaml,High,Applications credentials in configuration files,1,5,80.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-secretproviderclasses-viewer.yaml,Medium,Cluster internal networking,1,7,85.71
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-secretproviderclasses-viewer.yaml,High,Secret/etcd encryption enabled,5,19,73.68
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-syncsecret.yaml,High,Applications credentials in configuration files,1,10,90.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-syncsecret.yaml,Medium,Cluster internal networking,5,14,64.29
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-syncsecret.yaml,High,Secret/etcd encryption enabled,1,13,92.31
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-syncsecret.yaml,High,Applications credentials in configuration files,10,16,37.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-syncsecret.yaml,Medium,Cluster internal networking,3,5,40.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-syncsecret.yaml,High,Secret/etcd encryption enabled,1,15,93.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-secretproviderclasses-admin.yaml,High,Applications credentials in configuration files,13,19,31.58
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-secretproviderclasses-admin.yaml,Medium,Cluster internal networking,4,15,73.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-secretproviderclasses-admin.yaml,High,Secret/etcd encryption enabled,2,20,90.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-secretproviderclasses-admin.yaml,High,Applications credentials in configuration files,7,9,22.22
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-secretproviderclasses-admin.yaml,Medium,Cluster internal networking,1,8,87.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-secretproviderclasses-admin.yaml,High,Secret/etcd encryption enabled,3,11,72.73
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-rotation.yaml,High,Applications credentials in configuration files,0,10,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-rotation.yaml,Medium,Cluster internal networking,0,20,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-rotation.yaml,High,Secret/etcd encryption enabled,1,4,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-rotation.yaml,High,Applications credentials in configuration files,1,18,94.44
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-rotation.yaml,Medium,Cluster internal networking,1,4,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-rotation.yaml,High,Secret/etcd encryption enabled,2,10,80.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role_binding.yaml,High,Applications credentials in configuration files,5,7,28.57
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role_binding.yaml,Medium,Cluster internal networking,6,13,53.85
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role_binding.yaml,High,Secret/etcd encryption enabled,0,15,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role_binding.yaml,High,Applications credentials in configuration files,9,19,52.63
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role_binding.yaml,Medium,Cluster internal networking,0,18,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role_binding.yaml,High,Secret/etcd encryption enabled,2,16,87.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/secrets-store-csi-driver.yaml,High,Applications credentials in configuration files,1,4,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/secrets-store-csi-driver.yaml,Medium,Cluster internal networking,1,4,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/secrets-store-csi-driver.yaml,High,Secret/etcd encryption enabled,9,10,10.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._secrets-store-csi-driver.yaml,High,Applications credentials in configuration files,0,18,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._secrets-store-csi-driver.yaml,Medium,Cluster internal networking,11,14,21.43
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._secrets-store-csi-driver.yaml,High,Secret/etcd encryption enabled,4,5,20.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-tokenrequest_binding.yaml,High,Applications credentials in configuration files,8,14,42.86
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-tokenrequest_binding.yaml,Medium,Cluster internal networking,6,8,25.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-tokenrequest_binding.yaml,High,Secret/etcd encryption enabled,2,9,77.78
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-tokenrequest_binding.yaml,High,Applications credentials in configuration files,0,20,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-tokenrequest_binding.yaml,Medium,Cluster internal networking,4,12,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._role-tokenrequest_binding.yaml,High,Secret/etcd encryption enabled,11,20,45.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/serviceaccount.yaml,High,Applications credentials in configuration files,12,19,36.84
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/serviceaccount.yaml,Medium,Cluster internal networking,3,8,62.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/serviceaccount.yaml,High,Secret/etcd encryption enabled,5,11,54.55
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._serviceaccount.yaml,High,Applications credentials in configuration files,5,9,44.44
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._serviceaccount.yaml,Medium,Cluster internal networking,6,11,45.45
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._serviceaccount.yaml,High,Secret/etcd encryption enabled,5,6,16.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/crds-upgrade-hook.yaml,High,Applications credentials in configuration files,7,12,41.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/crds-upgrade-hook.yaml,Medium,Cluster internal networking,3,3,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/crds-upgrade-hook.yaml,High,Secret/etcd encryption enabled,12,19,36.84
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._crds-upgrade-hook.yaml,High,Applications credentials in configuration files,2,9,77.78
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._crds-upgrade-hook.yaml,Medium,Cluster internal networking,0,6,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/._crds-upgrade-hook.yaml,High,Secret/etcd encryption enabled,3,15,80.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-syncsecret_binding.yaml,High,Applications credentials in configuration files,3,9,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/secrets-store-csi-driver/manifest_staging/charts/secrets-store-csi-driver/templates/role-syncsecret_binding.yaml,Medium,Cluster internal networking,11,12,8.33
